날짜,시간,구장,경기원정팀홈팀,구분,중계방송사
2023.08.08 화,18:30,광주-기아 챔피언스필드,경기취소  LG  -  KIA  -,페넌트레이스,SPOTV2
2023.08.08 화,18:30,고척 스카이돔,종료  롯데  3  키움  1,페넌트레이스,MBC SPORTS+
2023.08.08 화,18:30,인천 SSG 랜더스 필드,종료  NC  2  SSG  0,페넌트레이스,SPOTV
2023.08.08 화,18:30,잠실야구장,종료  삼성  3  두산  5,페넌트레이스,SBS SPORTS
2023.08.09 수,18:30,수원 케이티위즈 파크,종료  한화  6  KT  12,페넌트레이스,KBS N SPORTS
2023.08.09 수,18:30,광주-기아 챔피언스필드,종료  LG  6  KIA  2,페넌트레이스,SPOTV2
2023.08.09 수,18:30,고척 스카이돔,종료  롯데  8  키움  10,페넌트레이스,MBC SPORTS+
2023.08.09 수,18:30,인천 SSG 랜더스 필드,종료  NC  1  SSG  2,페넌트레이스,SPOTV
2023.08.09 수,18:30,잠실야구장,종료  삼성  6  두산  4,페넌트레이스,SBS SPORTS
2023.08.10 목,18:30,수원 케이티위즈 파크,경기취소  한화  -  KT  -,페넌트레이스,KBS N SPORTS
2023.08.10 목,18:30,광주-기아 챔피언스필드,경기취소  LG  -  KIA  -,페넌트레이스,SPOTV2
2023.08.10 목,18:30,고척 스카이돔,종료  롯데  12  키움  8,페넌트레이스,MBC SPORTS+
2023.08.10 목,18:30,인천 SSG 랜더스 필드,경기취소  NC  -  SSG  -,페넌트레이스,SPOTV
2023.08.10 목,18:30,잠실야구장,경기취소  삼성  -  두산  -,페넌트레이스,SBS SPORTS
2023.08.11 금,18:30,사직야구장,종료  KIA  1  롯데  7,페넌트레이스,SPOTV
2023.08.11 금,18:30,수원 케이티위즈 파크,종료  NC  7  KT  3,페넌트레이스,SBS SPORTS
2023.08.11 금,18:30,한화생명 이글스 파크,종료  두산  11  한화  4,페넌트레이스,SPOTV2
2023.08.11 금,18:30,인천 SSG 랜더스 필드,종료  삼성  5  SSG  4,페넌트레이스,KBS N SPORTS
2023.08.11 금,18:30,잠실야구장,종료  키움  3  LG  5,페넌트레이스,MBC SPORTS+
2023.08.12 토,18:00,사직야구장,종료  KIA  13  롯데  5,페넌트레이스,SPOTV
2023.08.12 토,18:00,수원 케이티위즈 파크,종료  NC  3  KT  4,페넌트레이스,SBS SPORTS
2023.08.12 토,18:00,한화생명 이글스 파크,종료  두산  1  한화  6,페넌트레이스,SPOTV2
2023.08.12 토,18:00,인천 SSG 랜더스 필드,종료  삼성  2  SSG  3,페넌트레이스,KBS N SPORTS
2023.08.12 토,18:00,잠실야구장,종료  키움  4  LG  8,페넌트레이스,MBC SPORTS+
2023.08.13 일,17:00,사직야구장,종료  KIA  1  롯데  6,페넌트레이스,SPOTV
2023.08.13 일,17:00,수원 케이티위즈 파크,종료  NC  0  KT  4,페넌트레이스,SBS SPORTS
2023.08.13 일,17:00,한화생명 이글스 파크,종료  두산  3  한화  8,페넌트레이스,SPOTV2
2023.08.13 일,17:00,인천 SSG 랜더스 필드,종료  삼성  0  SSG  4,페넌트레이스,KBS N SPORTS
2023.08.13 일,17:00,잠실야구장,종료  키움  8  LG  17,페넌트레이스,MBC SPORTS+
2023.08.14 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.15 화,17:00,창원NC파크,종료  한화  3  NC  3,페넌트레이스,MBC SPORTS+
2023.08.15 화,17:00,잠실야구장,종료  KT  1  두산  0,페넌트레이스,KBS N SPORTS
2023.08.15 화,17:00,대구 삼성 라이온즈 파크,종료  LG  5  삼성  6,페넌트레이스,SPOTV2
2023.08.15 화,17:00,사직야구장,종료  SSG  6  롯데  10,페넌트레이스,SPOTV
2023.08.15 화,17:00,광주-기아 챔피언스필드,종료  키움  9  KIA  6,페넌트레이스,SBS SPORTS
2023.08.16 수,18:30,창원NC파크,종료  한화  4  NC  3,페넌트레이스,MBC SPORTS+
2023.08.16 수,18:30,잠실야구장,종료  KT  5  두산  2,페넌트레이스,KBS N SPORTS
2023.08.16 수,18:30,대구 삼성 라이온즈 파크,종료  LG  6  삼성  3,페넌트레이스,SPOTV2
2023.08.16 수,18:30,사직야구장,종료  SSG  4  롯데  7,페넌트레이스,SPOTV
2023.08.16 수,18:30,광주-기아 챔피언스필드,종료  키움  3  KIA  11,페넌트레이스,SBS SPORTS
2023.08.17 목,18:30,창원NC파크,종료  한화  9  NC  10,페넌트레이스,MBC SPORTS+
2023.08.17 목,18:30,잠실야구장,종료  KT  9  두산  8,페넌트레이스,KBS N SPORTS
2023.08.17 목,18:30,대구 삼성 라이온즈 파크,종료  LG  2  삼성  4,페넌트레이스,SPOTV2
2023.08.17 목,18:30,사직야구장,종료  SSG  4  롯데  15,페넌트레이스,SPOTV
2023.08.17 목,18:30,광주-기아 챔피언스필드,종료  키움  4  KIA  8,페넌트레이스,SBS SPORTS
2023.08.18 금,18:30,대구 삼성 라이온즈 파크,종료  KIA  2  삼성  12,페넌트레이스,SBS SPORTS
2023.08.18 금,18:30,한화생명 이글스 파크,종료  KT  6  한화  11,페넌트레이스,MBC SPORTS+
2023.08.18 금,18:30,인천 SSG 랜더스 필드,종료  LG  8  SSG  4,페넌트레이스,KBS N SPORTS
2023.08.18 금,18:30,고척 스카이돔,종료  롯데  4  키움  5,페넌트레이스,SPOTV
2023.08.18 금,18:30,잠실야구장,경기취소  NC  -  두산  -,,SPOTV2
2023.08.19 토,14:00,고척 스카이돔,종료  롯데  2  키움  5,페넌트레이스,KBS 2TV
2023.08.19 토,18:00,대구 삼성 라이온즈 파크,종료  KIA  6  삼성  5,페넌트레이스,SBS SPORTS
2023.08.19 토,18:00,한화생명 이글스 파크,종료  KT  5  한화  4,페넌트레이스,SPOTV
2023.08.19 토,18:00,인천 SSG 랜더스 필드,종료  LG  11  SSG  2,페넌트레이스,KBS N SPORTS
2023.08.19 토,18:00,잠실야구장,종료  NC  1  두산  4,페넌트레이스,MBC SPORTS+
2023.08.20 일,14:00,고척 스카이돔,종료  롯데  6  키움  7,페넌트레이스,MBC TV
2023.08.20 일,17:00,대구 삼성 라이온즈 파크,종료  KIA  4  삼성  6,페넌트레이스,SBS SPORTS
2023.08.20 일,17:00,한화생명 이글스 파크,종료  KT  3  한화  0,페넌트레이스,SPOTV
2023.08.20 일,17:00,인천 SSG 랜더스 필드,종료  LG  1  SSG  2,페넌트레이스,KBS N SPORTS
2023.08.20 일,17:00,잠실야구장,종료  NC  12  두산  5,페넌트레이스,MBC SPORTS+
2023.08.21 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.22 화,18:30,수원 케이티위즈 파크,종료  KIA  4  KT  8,페넌트레이스,KBS N SPORTS
2023.08.22 화,18:30,잠실야구장,경기취소  롯데  -  LG  -,페넌트레이스,MBC SPORTS+
2023.08.22 화,18:30,인천 SSG 랜더스 필드,경기취소  NC  -  SSG  -,,SPOTV2
2023.08.22 화,18:30,고척 스카이돔,종료  두산  6  키움  1,페넌트레이스,SPOTV
2023.08.22 화,18:30,한화생명 이글스 파크,종료  삼성  5  한화  3,페넌트레이스,SBS SPORTS
2023.08.23 수,18:30,수원 케이티위즈 파크,경기취소  KIA  -  KT  -,페넌트레이스,KBS N SPORTS
2023.08.23 수,18:30,잠실야구장,경기취소  롯데  -  LG  -,페넌트레이스,MBC SPORTS+
2023.08.23 수,18:30,인천 SSG 랜더스 필드,경기취소  NC  -  SSG  -,페넌트레이스,SPOTV2
2023.08.23 수,18:30,고척 스카이돔,종료  두산  11  키움  4,페넌트레이스,SPOTV
2023.08.23 수,18:30,한화생명 이글스 파크,경기취소  삼성  -  한화  -,,SBS SPORTS
2023.08.24 목,18:30,수원 케이티위즈 파크,종료  KIA  7  KT  3,페넌트레이스,KBS N SPORTS
2023.08.24 목,18:30,잠실야구장,종료  롯데  1  LG  3,페넌트레이스,MBC SPORTS+
2023.08.24 목,18:30,인천 SSG 랜더스 필드,종료  NC  4  SSG  7,페넌트레이스,SPOTV2
2023.08.24 목,18:30,고척 스카이돔,종료  두산  8  키움  6,페넌트레이스,SPOTV
2023.08.24 목,18:30,한화생명 이글스 파크,경기취소  삼성  -  한화  -,페넌트레이스,SBS SPORTS
2023.08.25 금,18:30,광주-기아 챔피언스필드,종료  한화  1  KIA  4,페넌트레이스,SPOTV
2023.08.25 금,18:30,사직야구장,종료  KT  3  롯데  1,페넌트레이스,SBS SPORTS
2023.08.25 금,18:30,창원NC파크,종료  LG  1  NC  14,페넌트레이스,SPOTV2
2023.08.25 금,18:30,잠실야구장,종료  SSG  1  두산  10,페넌트레이스,KBS N SPORTS
2023.08.25 금,18:30,대구 삼성 라이온즈 파크,종료  키움  7  삼성  4,페넌트레이스,MBC SPORTS+
2023.08.26 토,18:00,광주-기아 챔피언스필드,종료  한화  4  KIA  12,페넌트레이스,SPOTV
2023.08.26 토,18:00,사직야구장,종료  KT  8  롯데  6,페넌트레이스,SBS SPORTS
2023.08.26 토,18:00,창원NC파크,종료  LG  5  NC  7,페넌트레이스,SPOTV2
2023.08.26 토,18:00,잠실야구장,종료  SSG  7  두산  5,페넌트레이스,KBS N SPORTS
2023.08.26 토,18:00,대구 삼성 라이온즈 파크,종료  키움  5  삼성  6,페넌트레이스,MBC SPORTS+
2023.08.27 일,17:00,광주-기아 챔피언스필드,종료  한화  2  KIA  5,페넌트레이스,SPOTV
2023.08.27 일,17:00,사직야구장,종료  KT  2  롯데  1,페넌트레이스,SBS SPORTS
2023.08.27 일,17:00,창원NC파크,종료  LG  3  NC  5,페넌트레이스,SPOTV2
2023.08.27 일,17:00,잠실야구장,종료  SSG  8  두산  5,페넌트레이스,KBS N SPORTS
2023.08.27 일,17:00,대구 삼성 라이온즈 파크,종료  키움  6  삼성  8,페넌트레이스,MBC SPORTS+
2023.08.28 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.08.29 화,18:30,한화생명 이글스 파크,경기취소  롯데  -  한화  -,페넌트레이스,KBS N SPORTS
2023.08.29 화,18:30,광주-기아 챔피언스필드,경기취소  NC  -  KIA  -,페넌트레이스,SBS SPORTS
2023.08.29 화,18:30,잠실야구장,경기취소  두산  -  LG  -,페넌트레이스,SPOTV
2023.08.29 화,18:30,수원 케이티위즈 파크,경기취소  삼성  -  KT  -,페넌트레이스,MBC SPORTS+
2023.08.29 화,18:30,인천 SSG 랜더스 필드,경기취소  키움  -  SSG  -,페넌트레이스,SPOTV2
2023.08.30 수,18:30,한화생명 이글스 파크,경기취소  롯데  -  한화  -,페넌트레이스,KBS N SPORTS
2023.08.30 수,18:30,광주-기아 챔피언스필드,경기취소  NC  -  KIA  -,페넌트레이스,SBS SPORTS
2023.08.30 수,18:30,잠실야구장,경기취소  두산  -  LG  -,페넌트레이스,SPOTV
2023.08.30 수,18:30,수원 케이티위즈 파크,경기취소  삼성  -  KT  -,페넌트레이스,MBC SPORTS+
2023.08.30 수,18:30,인천 SSG 랜더스 필드,종료  키움  7  SSG  11,페넌트레이스,SPOTV2
2023.08.31 목,18:30,한화생명 이글스 파크,종료  롯데  5  한화  2,페넌트레이스,KBS N SPORTS
2023.08.31 목,18:30,광주-기아 챔피언스필드,종료  NC  3  KIA  13,페넌트레이스,SBS SPORTS
2023.08.31 목,18:30,잠실야구장,종료  두산  2  LG  3,페넌트레이스,SPOTV
2023.08.31 목,18:30,수원 케이티위즈 파크,종료  삼성  4  KT  6,페넌트레이스,MBC SPORTS+
2023.08.31 목,18:30,인천 SSG 랜더스 필드,종료  키움  8  SSG  3,페넌트레이스,SPOTV2
2023.09.01 금,18:30,잠실야구장,종료  한화  0  LG  10,페넌트레이스,KBS N SPORTS
2023.09.01 금,18:30,인천 SSG 랜더스 필드,종료  KIA  10  SSG  2,페넌트레이스,MBC SPORTS+
2023.09.01 금,18:30,고척 스카이돔,종료  KT  2  키움  6,페넌트레이스,SPOTV2
2023.09.01 금,18:30,대구 삼성 라이온즈 파크,종료  NC  10  삼성  0,페넌트레이스,SBS SPORTS
2023.09.01 금,18:30,사직야구장,경기취소  두산  -  롯데  -,페넌트레이스,SPOTV
2023.09.02 토,14:00,잠실야구장,종료  한화  5  LG  3,페넌트레이스,KBS 2TV
2023.09.02 토,17:00,인천 SSG 랜더스 필드,종료  KIA  12  SSG  4,페넌트레이스,MBC SPORTS+
2023.09.02 토,17:00,고척 스카이돔,종료  KT  0  키움  3,페넌트레이스,SBS SPORTS
2023.09.02 토,17:00,대구 삼성 라이온즈 파크,종료  NC  5  삼성  1,페넌트레이스,SPOTV
2023.09.02 토,17:00,사직야구장,경기취소  두산  -  롯데  -,,KBS N SPORTS
2023.09.03 일,14:00,잠실야구장,종료  한화  5  LG  3,페넌트레이스,KBS N SPORTS
2023.09.03 일,14:00,인천 SSG 랜더스 필드,종료  KIA  8  SSG  6,페넌트레이스,MBC SPORTS+
2023.09.03 일,14:00,고척 스카이돔,종료  KT  0  키움  7,페넌트레이스,네이버
2023.09.03 일,14:00,대구 삼성 라이온즈 파크,종료  NC  1  삼성  6,페넌트레이스,SBS SPORTS
2023.09.03 일,14:00,사직야구장,종료  두산  2  롯데  0,페넌트레이스,SPOTV
2023.09.04 월,18:30,사직야구장,종료  두산  3  롯데  4,페넌트레이스,KBS N SPORTS
2023.09.05 화,18:30,잠실야구장,경기취소  KIA  -  두산  -,페넌트레이스,SBS SPORTS
2023.09.05 화,18:30,수원 케이티위즈 파크,종료  LG  5  KT  4,페넌트레이스,KBS N SPORTS
2023.09.05 화,18:30,한화생명 이글스 파크,종료  SSG  11  한화  6,페넌트레이스,SPOTV
2023.09.05 화,18:30,울산문수야구장,종료  삼성  3  롯데  10,페넌트레이스,MBC SPORTS+
2023.09.05 화,18:30,창원NC파크,종료  키움  1  NC  2,페넌트레이스,SPOTV2
2023.09.06 수,18:30,잠실야구장,종료  KIA  7  두산  1,페넌트레이스,SBS SPORTS
2023.09.06 수,18:30,수원 케이티위즈 파크,종료  LG  3  KT  4,페넌트레이스,KBS N SPORTS
2023.09.06 수,18:30,한화생명 이글스 파크,종료  SSG  5  한화  6,페넌트레이스,SPOTV
2023.09.06 수,18:30,울산문수야구장,종료  삼성  7  롯데  2,페넌트레이스,MBC SPORTS+
2023.09.06 수,18:30,창원NC파크,종료  키움  2  NC  8,페넌트레이스,SPOTV2
2023.09.07 목,18:30,잠실야구장,종료  KIA  0  두산  3,페넌트레이스,SBS SPORTS
2023.09.07 목,18:30,수원 케이티위즈 파크,종료  LG  11  KT  4,페넌트레이스,KBS N SPORTS
2023.09.07 목,18:30,한화생명 이글스 파크,종료  SSG  3  한화  4,페넌트레이스,SPOTV
2023.09.07 목,18:30,울산문수야구장,종료  삼성  1  롯데  2,페넌트레이스,MBC SPORTS+
2023.09.07 목,18:30,창원NC파크,종료  키움  1  NC  6,페넌트레이스,SPOTV2
2023.09.08 금,18:30,고척 스카이돔,종료  한화  6  키움  5,페넌트레이스,MBC SPORTS+
2023.09.08 금,18:30,광주-기아 챔피언스필드,종료  LG  12  KIA  2,페넌트레이스,SPOTV2
2023.09.08 금,18:30,창원NC파크,종료  롯데  3  NC  4,페넌트레이스,SBS SPORTS
2023.09.08 금,18:30,수원 케이티위즈 파크,종료  SSG  7  KT  16,페넌트레이스,SPOTV
2023.09.08 금,18:30,잠실야구장,종료  삼성  7  두산  8,페넌트레이스,KBS N SPORTS
2023.09.09 토,14:00,고척 스카이돔,종료  한화  11  키움  2,페넌트레이스,MBC SPORTS+
2023.09.09 토,14:00,광주-기아 챔피언스필드,종료  LG  6  KIA  7,페넌트레이스,SPOTV2
2023.09.09 토,14:00,창원NC파크,종료  롯데  5  NC  2,페넌트레이스,SBS SPORTS
2023.09.09 토,14:00,잠실야구장,종료  삼성  5  두산  1,페넌트레이스,KBS N SPORTS
2023.09.09 토,17:00,수원 케이티위즈 파크,종료  SSG  8  KT  8,페넌트레이스,SPOTV
2023.09.09 토,17:17,잠실야구장,종료  삼성  0  두산  4,페넌트레이스,KBS N SPORTS
2023.09.09 토,17:39,창원NC파크,종료  롯데  5  NC  6,페넌트레이스,SBS SPORTS
2023.09.09 토,17:46,고척 스카이돔,종료  한화  3  키움  1,페넌트레이스,MBC SPORTS+
2023.09.09 토,18:02,광주-기아 챔피언스필드,종료  LG  7  KIA  12,페넌트레이스,SPOTV2
2023.09.10 일,14:00,고척 스카이돔,종료  한화  9  키움  8,페넌트레이스,MBC SPORTS+
2023.09.10 일,14:00,광주-기아 챔피언스필드,종료  LG  7  KIA  8,페넌트레이스,SPOTV2
2023.09.10 일,14:00,창원NC파크,종료  롯데  1  NC  3,페넌트레이스,SBS SPORTS
2023.09.10 일,14:00,수원 케이티위즈 파크,종료  SSG  6  KT  5,페넌트레이스,SPOTV
2023.09.10 일,14:00,잠실야구장,종료  삼성  2  두산  8,페넌트레이스,KBS N SPORTS
2023.09.11 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.09.12 화,18:30,잠실야구장,종료  한화  3  두산  8,페넌트레이스,KBS N SPORTS
2023.09.12 화,18:30,대구 삼성 라이온즈 파크,종료  KIA  9  삼성  10,페넌트레이스,SPOTV
2023.09.12 화,18:30,인천 SSG 랜더스 필드,종료  KT  3  SSG  0,페넌트레이스,SBS SPORTS
2023.09.12 화,18:30,사직야구장,종료  NC  4  롯데  3,페넌트레이스,MBC SPORTS+
2023.09.13 수,18:30,창원NC파크,종료  KT  6  NC  2,페넌트레이스,KBS N SPORTS
2023.09.13 수,18:30,광주-기아 챔피언스필드,종료  롯데  3  KIA  1,페넌트레이스,SBS SPORTS
2023.09.13 수,18:30,잠실야구장,경기취소  SSG  -  두산  -,페넌트레이스,SPOTV
2023.09.14 목,18:30,대구 삼성 라이온즈 파크,종료  KT  4  삼성  10,페넌트레이스,KBS N SPORTS
2023.09.14 목,18:30,창원NC파크,경기취소  LG  -  NC  -,,MBC SPORTS+
2023.09.14 목,18:30,광주-기아 챔피언스필드,경기취소  롯데  -  KIA  -,,SPOTV2
2023.09.14 목,18:30,잠실야구장,종료  SSG  2  두산  3,페넌트레이스,SPOTV
2023.09.15 금,18:30,한화생명 이글스 파크,종료  LG  4  한화  3,페넌트레이스,SPOTV
2023.09.15 금,18:30,광주-기아 챔피언스필드,종료  두산  8  KIA  6,페넌트레이스,SBS SPORTS
2023.09.15 금,18:30,창원NC파크,종료  삼성  1  NC  8,페넌트레이스,KBS N SPORTS
2023.09.15 금,18:30,사직야구장,종료  키움  4  롯데  5,페넌트레이스,SPOTV2
2023.09.16 토,17:00,한화생명 이글스 파크,경기취소  KT  -  한화  -,페넌트레이스,SPOTV
2023.09.16 토,17:00,광주-기아 챔피언스필드,경기취소  두산  -  KIA  -,페넌트레이스,SBS SPORTS
2023.09.16 토,17:00,잠실야구장,종료  SSG  4  LG  10,페넌트레이스,KBS N SPORTS
2023.09.16 토,17:00,창원NC파크,경기취소  삼성  -  NC  -,페넌트레이스,MBC SPORTS+
2023.09.16 토,17:00,사직야구장,경기취소  키움  -  롯데  -,페넌트레이스,SPOTV2
2023.09.17 일,14:00,한화생명 이글스 파크,종료  KT  7  한화  0,페넌트레이스,MBC SPORTS+
2023.09.17 일,14:00,대구 삼성 라이온즈 파크,종료  롯데  7  삼성  4,페넌트레이스,SBS SPORTS
2023.09.17 일,14:00,광주-기아 챔피언스필드,종료  두산  8  KIA  3,페넌트레이스,KBS N SPORTS
2023.09.17 일,14:00,잠실야구장,종료  SSG  3  LG  8,페넌트레이스,SPOTV2
2023.09.17 일,17:10,한화생명 이글스 파크,종료  KT  3  한화  1,페넌트레이스,KBS N SPORTS
2023.09.17 일,18:37,잠실야구장,종료  SSG  5  LG  9,페넌트레이스,MBC SPORTS+
2023.09.18 월,18:30,한화생명 이글스 파크,종료  KT  2  한화  6,페넌트레이스,SPOTV
2023.09.18 월,18:30,광주-기아 챔피언스필드,종료  두산  8  KIA  4,페넌트레이스,KBS N SPORTS
2023.09.19 화,18:30,광주-기아 챔피언스필드,종료  LG  4  KIA  3,페넌트레이스,MBC SPORTS+
